Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Id
2008,1,4,5,1816.0,1815,1923.0,1935,WN,2034,N764SW,67.0,80.0,58.0,-12.0,1.0,PVD,BWI,328,2.0,7.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5000
2008,1,4,5,932.0,925,1043.0,1040,WN,2442,N256WN,71.0,75.0,58.0,3.0,7.0,PVD,BWI,328,4.0,9.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5001
2008,1,4,5,716.0,715,821.0,835,WN,2640,N497WN,65.0,80.0,56.0,-14.0,1.0,PVD,BWI,328,2.0,7.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5002
2008,1,4,5,1511.0,1455,1625.0,1610,WN,2795,N604SW,74.0,75.0,59.0,15.0,16.0,PVD,BWI,328,3.0,12.0,0,0,4.0,0.0,0.0,0.0,11.0,5003
2008,1,4,5,2054.0,2100,2201.0,2215,WN,3918,N480WN,67.0,75.0,58.0,-14.0,-6.0,PVD,BWI,328,3.0,6.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5004
2008,1,4,5,745.0,740,1039.0,1110,WN,2988,N220WN,174.0,210.0,164.0,-31.0,5.0,PVD,FLL,1188,3.0,7.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5005
2008,1,4,5,747.0,730,1031.0,1040,WN,3423,N451WN,344.0,370.0,329.0,-9.0,17.0,PVD,LAS,2363,7.0,8.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5006
2008,1,4,5,1247.0,1230,1528.0,1540,WN,186,N414WN,161.0,190.0,148.0,-12.0,17.0,PVD,MCO,1073,5.0,8.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5007
2008,1,4,5,725.0,720,1009.0,1030,WN,499,N793SA,164.0,190.0,149.0,-21.0,5.0,PVD,MCO,1073,8.0,7.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5008
2008,1,4,5,1708.0,1705,1947.0,2010,WN,1030,N454WN,159.0,185.0,145.0,-23.0,3.0,PVD,MCO,1073,7.0,7.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,5009
