Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Id
2008,1,3,4,2059.0,1945,2220.0,2105,WN,890,N788SA,81.0,80.0,61.0,75.0,74.0,OAK,LAS,407,6.0,14.0,0,0,41.0,0.0,1.0,0.0,33.0,1000
2008,1,3,4,627.0,630,750.0,755,WN,1034,N420WN,83.0,85.0,65.0,-5.0,-3.0,OAK,LAS,407,6.0,12.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,1001
2008,1,3,4,1504.0,1355,1631.0,1520,WN,1585,N766SW,87.0,85.0,66.0,71.0,69.0,OAK,LAS,407,8.0,13.0,0,0,50.0,0.0,2.0,0.0,19.0,1002
2008,1,3,4,1140.0,1125,1303.0,1250,WN,1918,N267WN,83.0,85.0,68.0,13.0,15.0,OAK,LAS,407,7.0,8.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,1003
2008,1,3,4,1615.0,1540,1741.0,1705,WN,2632,N784SW,86.0,85.0,65.0,36.0,35.0,OAK,LAS,407,5.0,16.0,0,0,16.0,0.0,1.0,0.0,19.0,1004
2008,1,3,4,1647.0,1630,1829.0,1755,WN,3327,N282WN,102.0,85.0,59.0,34.0,17.0,OAK,LAS,407,20.0,23.0,0,0,2.0,0.0,17.0,0.0,15.0,1005
2008,1,3,4,2142.0,2120,2310.0,2245,WN,3396,N787SA,88.0,85.0,59.0,25.0,22.0,OAK,LAS,407,17.0,12.0,0,0,22.0,0.0,3.0,0.0,0.0,1006
2008,1,3,4,1816.0,1745,1954.0,1910,WN,3940,N434WN,98.0,85.0,61.0,44.0,31.0,OAK,LAS,407,20.0,17.0,0,0,0.0,0.0,13.0,0.0,31.0,1007
2008,1,3,4,1209.0,1200,1319.0,1315,WN,75,N283WN,70.0,75.0,53.0,4.0,9.0,OAK,LAX,337,7.0,10.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,1008
2008,1,3,4,928.0,900,1042.0,1020,WN,96,N311SW,74.0,80.0,54.0,22.0,28.0,OAK,LAX,337,6.0,14.0,0,0,9.0,0.0,0.0,0.0,13.0,1009
