Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Id
2008,1,3,4,1350.0,1325,1950.0,1925,WN,1678,N219WN,240.0,240.0,215.0,25.0,25.0,SLC,BWI,1864,5.0,20.0,0,0,9.0,0.0,0.0,0.0,16.0,2000
2008,1,3,4,2104.0,2040,2219.0,2205,WN,410,N327SW,75.0,85.0,56.0,14.0,24.0,SLC,DEN,391,6.0,13.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2001
2008,1,3,4,644.0,645,801.0,810,WN,557,N273WN,77.0,85.0,54.0,-9.0,-1.0,SLC,DEN,391,6.0,17.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2002
2008,1,3,4,1015.0,1010,1139.0,1140,WN,720,N769SW,84.0,90.0,58.0,-1.0,5.0,SLC,DEN,391,7.0,19.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2003
2008,1,3,4,1443.0,1355,1554.0,1515,WN,963,N311SW,71.0,80.0,55.0,39.0,48.0,SLC,DEN,391,9.0,7.0,0,0,25.0,0.0,0.0,0.0,14.0,2004
2008,1,3,4,2002.0,1845,2120.0,2010,WN,1585,N766SW,78.0,85.0,55.0,70.0,77.0,SLC,DEN,391,10.0,13.0,0,0,2.0,0.0,0.0,0.0,68.0,2005
2008,1,3,4,1320.0,1220,1349.0,1305,WN,151,N750SA,89.0,105.0,74.0,44.0,60.0,SLC,GEG,546,5.0,10.0,0,0,7.0,0.0,0.0,0.0,37.0,2006
2008,1,3,4,1018.0,1015,1036.0,1040,WN,43,N617SW,78.0,85.0,60.0,-4.0,3.0,SLC,LAS,368,6.0,12.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2007
2008,1,3,4,2112.0,2045,2129.0,2105,WN,159,N618WN,77.0,80.0,61.0,24.0,27.0,SLC,LAS,368,5.0,11.0,0,0,0.0,0.0,5.0,0.0,19.0,2008
2008,1,3,4,619.0,615,648.0,635,WN,243,N228WN,89.0,80.0,58.0,13.0,4.0,SLC,LAS,368,6.0,25.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2009
2008,1,3,4,1931.0,1855,1945.0,1915,WN,400,N429WN,74.0,80.0,59.0,30.0,36.0,SLC,LAS,368,3.0,12.0,0,0,2.0,0.0,0.0,0.0,28.0,2010
2008,1,3,4,1258.0,1300,1319.0,1320,WN,584,N324SW,81.0,80.0,61.0,-1.0,-2.0,SLC,LAS,368,6.0,14.0,0,0,11.344761904761905,1.333061224489796,5.738231292517007,0.10884353741496598,29.922721088435374,2011
2008,1,3,4,1723.0,1640,1742.0,1700,WN,641,N626SW,79.0,80.0,61.0,42.0,43.0,SLC,LAS,368,8.0,10.0,0,0,31.0,0.0,0.0,0.0,11.0,2012
2008,1,3,4,1510.0,1430,1525.0,1450,WN,783,N306SW,75.0,80.0,61.0,35.0,40.0,SLC,LAS,368,5.0,9.0,0,0,3.0,0.0,0.0,0.0,32.0,2013
