Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,id
694.0,1.33087573065664,-0.241449686424563,-0.139077971666209,-0.5623089184830711,0.00885584308421179,0.272338599931329,-0.39270126793652493,0.14323989140036902,0.39876337757369706,-0.0202757680502042,-0.238279314894703,-0.17280027848512305,-0.617786245262916,0.41899422186325497,0.785925431524909,1.15402407639859,-1.18708694897767,0.762341428047432,0.97081676891159,-0.0280851893504464,-0.19748799841722894,-0.666568990442189,-0.13112416962176698,-1.36218699494075,0.279585545970324,0.995649231010605,-0.0861414150815201,-0.0175770118041754,18.0,0,920
694.0,-1.10347715032214,0.884662139102542,1.26371512592205,0.0138296479927551,0.0022557150293481803,0.5673971311666589,0.0237664411541668,0.874276605889678,-0.4153066899444261,-0.611284273402158,1.07982270100847,0.8746285245265171,-0.7394795707434351,0.497193872688838,-0.5932336998383461,-0.6670723936433439,0.572112208105542,-0.832721716299611,-0.0524867581632022,-0.0577639145103122,-0.0284209736404479,0.0065772872962252,-0.0213117922246871,-0.277893095391552,-0.18534323180030696,0.284356451061041,0.217632552669476,0.0785742497373357,17.24,0,921
696.0,1.1473801745053702,-0.382257478983073,1.13552198366418,0.119208924816804,-1.0036145957588198,0.0261608767731693,-0.7117773801544909,0.14565888795522305,0.999926859476884,-0.4561596938355471,-0.327009143058888,0.8462707527369431,0.6230645876141929,-0.531520862105331,0.486984418812784,-0.15572816797181602,0.171572261386321,-0.9067724715090908,-0.134673375441277,-0.0304148790146053,-0.0755275501330605,0.00693541834979761,0.071129882566712,0.179123126550029,0.0536552288394702,1.01615522906814,-0.0165337671330683,0.0167077201562805,22.61,0,922
696.0,1.20903257188182,0.00829954286681819,0.513061732452617,0.854926046510439,-0.608164318085784,-0.718667056916148,-0.038697437025355004,-0.111541496225157,0.5357977476546011,-0.18485535793939106,-0.744578747950722,0.21808730866580806,-0.518473703107036,0.0294146556072212,-0.156276946357327,-0.25856680845529395,0.0602034465098634,-0.652212068374807,0.217850116061619,-0.126938621718294,-0.230502439879688,-0.53120145981564,0.00873164936037843,0.417510425831315,0.4334388833618271,0.269108101071644,-0.0277336891173872,0.0139798337752357,18.56,0,923
699.0,-1.4782101024406895,1.50900357485393,0.14430709557719298,-0.0454946811727108,-0.326043844562469,-0.9482891381775048,0.18961630252799,0.786155085367323,-0.984962105957726,-0.216185983185439,0.97387341771748,1.09327936562634,0.3277226291028369,1.00759472246129,-0.26718937671724,0.285097243637803,-0.23367074881328695,0.21546060642875306,0.258796910953114,0.0441628187209021,0.136136738817244,0.26546118088146603,-0.0737626582423085,0.3682585450391521,-0.196450296033057,0.26022564051192804,0.21615735920994505,0.0870358647604172,23.43,0,924
699.0,-0.312138149054465,0.505150760377493,1.1421418399331398,-1.04456656205918,-0.614836670396563,0.0997664790825901,-1.14545326455983,-2.42141723709278,-0.29152699707559804,-1.1675623715620702,1.4938433924401,0.7388577993472549,-1.27392270236935,0.939399003897312,0.20750180545909,0.783363755674275,-0.41611894429735496,-0.364541402214271,-1.2020402286096898,0.457137699716117,-1.29930207309105,0.116915467879628,0.0758557592528985,0.228515196478673,0.394114388461097,0.7988863672087809,-0.0261688221958884,0.20529351558766296,15.38,0,925
701.0,-1.1347862219081202,0.21201376151888,0.145122439298362,-1.94592308778496,1.34002582482723,4.55572156119012,-1.2865705632235802,-1.5498562852284,0.335743208199092,-1.63755068197527,-0.8786216132735319,0.34347711692106203,-0.460765741678033,-0.165975052521961,-0.858981249115497,0.6703828296844571,-0.526852104002759,-0.0951689397552424,-0.0679451071380541,0.612900642562869,-1.49745043892421,-0.31258782656545503,-0.31194014734360803,1.07019561819836,-0.0897525146063963,0.7754560345933821,0.022206549578621,0.00393696463179129,171.32,0,926
702.0,-0.648437676021913,0.68748795261096,0.816516718539552,-0.0756621821782644,0.318651013641962,0.731318810302604,1.21083958366489,0.0959167654527762,-0.635234741516372,-0.4132576528902899,0.5143155102962921,0.295632213273212,-0.101799015205832,0.307406245724732,-0.0150154289810349,0.534861288795974,-1.03023336923303,0.36400250977619,-0.7733722305294091,-0.17516124006820902,0.161745826878095,0.433919522944586,-0.170272269112999,-0.8481654411690359,0.3664747082009339,-0.37050380153604107,-0.0471270800639031,-0.0561811470380403,143.9,0,927
704.0,-0.180274985909642,0.3460609375397801,1.08007682215586,0.31403416093969,0.699600227932797,0.194100065062768,0.582837651121141,-0.120209667757033,0.258827828195441,-0.174292104562613,-2.17265652646543,-1.0481456884349,-1.03074993645689,-0.148406063879161,0.157324345586532,-0.27579128820812104,-0.268842829139865,0.14270022244855302,1.5590587332236103,0.13896112730877,-0.23514376054270106,-0.446640348015128,-0.17372970245300698,-1.00385298290688,-0.35702546432022,0.324307049921096,-0.0480322537796126,-0.0785328201124178,24.38,0,928
704.0,-1.24685277185499,0.577701703273181,1.7903940568199,0.62152785854178,0.8471384978590791,-0.630922906377782,0.271990730200055,-0.278618927116224,-0.305082733712234,0.0530685916281784,0.156989839362428,-0.40010296592846,-0.290249954536185,-0.5142612072919289,1.91588164318197,-0.383399675114114,0.5939515432207281,-0.4774674576512,0.700583362854728,-0.15889600963945005,-0.293417462803136,-0.60796230913025,-0.370918085964875,0.061990458468745985,-0.187872936673114,0.249142929056162,-0.38131623729929,-0.148348546367824,1.29,0,929
